81	85	25	43	47	63
92	36	17	54	80	01
24	12	49	08	73	54
17	01	50	52	49	45
84	83	61	19	13	24
30	57	75	52	03	24
33	72	20	41	92	27
44	53	65	79	04	28
16	72	95	29	80	**
-1	-1	-1	-1	-1	-1
96	58	33	50	16	23
14	46	85	80	60	96
58	06	34	63	21	35
44	61	01	52	16	07
43	94	07	55	80	03
12	86	03	83	27	41
72	13	28	37	09	74
08	70	23	29	16	38
85	91	12	41	98	31
98	60	64	23	43	11
74	78	98	86	01	13
22	78	89	22	04	27
75	73	19	**	91	78
40	86	11	69	84	89
37	69	10	15	57	72
86	02	52	05	13	01
45	95	46	00	21	89
92	09	64	87	12	60
15	41	**	53	10	96
32	99	50	05	23	45
12	26	53	87	34	03
27	50	93	84	81	14
39	75	00	05	40	47
83	37	40	71	16	33
65	50	12	52	01	99
45	89	43	34	97	48
80	13	33	58	17	00
33	94	20	34	01	80
97	55	71	80	22	83
41	71	22	08	15	18
35	07	21	28	04	70
99	03	97	04	42	96
16	06	94	37	02	99
42	49	60	88	61	16
13	97	42	31	31	67
08	07	60	97	19	08
90	98	46	48	25	92
35	60	51	35	59	15
87	89	16	78	63	31
28	36	89	59	94	00
48	62	87	86	73	84
02	**	30	09	49	55
72	50	64	94	81	45
34	03	32	82	57	22
41	77	49	35	23	93
07	49	99	70	15	29
07	55	51	40	17	01
97	08	05	34	50	14
79	05	84	36	17	72
36	07	82	59	90	91
54	75	86	07	18	10
04	98	35	31	23	24
07	15	41	46	22	01
12	68	08	64	**	**
-1	-1	-1	-1	-1	-1
06	63	11	86	41	40
09	94	66	24	97	80
33	64	16	15	91	59
59	63	39	07	48	79
97	02	94	66	27	03
14	87	59	92	75	11
23	99	70	05	21	99
26	64	08	50	99	50
16	17	70	83	40	91
63	45	62	95	**	21
33	46	44	60	02	62
96	67	88	81	02	31
44	23	47	64	31	70
08	66	78	03	93	00
93	57	19	13	96	28
34	73	23	28	41	84
71	77	28	42	76	89
95	66	61	80	05	83
**	45	58	13	10	07
41	33	09	41	03	38
99	08	37	68	81	11
63	37	82	06	15	16
75	72	53	84	05	33
56	02	88	59	22	24
12	05	14	61	80	80
19	65	40	14	67	80
16	83	71	74	84	22
15	63	97	33	95	54
31	18	22	28	87	76
30	48	51	82	15	16
71	79	55	81	83	84
33	46	64	63	08	29
19	13	29	56	75	79
68	53	57	14	81	26
30	14	54	12	40	82
70	54	85	41	74	29
63	79	88	44	02	57
26	18	89	38	07	77
10	18	04	**	01	69
40	82	05	25	86	19
11	49	97	77	64	71
69	51	61	70	91	18
59	04	41	52	88	94
42	96	51	23	09	58
69	05	05	40	61	25
91	03	82	29	37	21
81	77	10	52	10	74
42	16	99	42	51	54
62	06	30	32	80	91
-1	-1	-1	-1	-1	-1
**	**	79	98	73	92
06	10	74	48	66	38
43	19	78	15	93	48
77	38	32	63	24	13
05	85	44	07	60	42
91	37	31	26	25	81
10	64	10	76	92	40
66	09	94	95	90	75
11	40	52	39	10	45
59	05	14	41	35	66
19	38	29	42	78	05
39	66	64	20	86	53
63	11	50	82	82	25
63	00	14	70	91	40
87	09	54	83	51	05
67	12	87	69	87	50
65	33	50	99	75	12
52	97	35	08	46	33
83	05	22	78	**	71
65	13	29	17	98	35
96	52	90	64	51	29
40	27	15	46	99	60
73	49	33	49	83	96
05	97	02	74	40	81
37	50	08	55	31	02
96	65	32	15	33	12
30	94	52	60	16	91
80	59	37	72	34	13
90	37	50	46	50	94
40	54	95	69	66	76
14	36	17	63	41	22
07	27	18	36	78	39
20	41	08	20	98	33
41	83	27	97	91	47
40	77	23	46	30	24
20	37	95	89	12	39
45	21	32	78	51	65
74	66	28	43	39	13
87	81	77	54	20	11
35	79	82	85	62	71
90	68	95	67	**	86
08	82	65	21	43	19
84	37	05	80	11	85
94	73	74	11	14	42
29	97	19	61	98	57
26	04	10	48	56	00
67	61	73	75	41	94
83	21	23	67	70	30
66	27	06	95	67	90
08	69	06	24	71	**
-1	-1	-1	-1	-1	-1
81	67	05	78	22	64
44	86	22	70	09	93
08	27	22	14	63	05
34	72	26	14	97	97
20	49	27	50	20	96
84	44	15	22	67	75
70	29	91	57	52	17
70	68	24	31	84	77
75	44	16	92	60	69
01	06	25	80	23	01
99	79	48	00	64	20
94	87	26	88	47	08
60	98	82	23	01	58
**	99	81	13	55	12
00	15	84	40	59	43
95	57	92	75	03	82
79	44	60	01	19	30
14	60	53	10	01	48
38	61	**	17	57	53
04	42	49	38	32	10
42	51	28	92	73	73
24	71	50	51	01	12
86	54	82	67	32	59
71	27	93	95	79	98
02	66	68	90	88	73
91	27	56	50	06	78
51	90	57	95	41	20
93	92	06	66	68	14
72	50	52	69	81	05
00	79	41	65	72	54
61	31	48	45	17	20
69	10	16	51	34	82
36	70	86	81	13	15
69	55	67	99	44	62
27	25	00	95	64	50
66	20	42	25	10	12
59	14	26	37	06	63
88	07	08	75	98	70
04	04	28	03	74	09
39	58	01	80	86	99
38
29
55
43
